nan,7.512945914844648687e-01,6.763015845376980639e-01,6.367976496511200679e-01,5.979420018709074025e-01,5.891580619539317221e-01,5.827961321514907311e-01,5.456113453430433413e-01,5.698594024604569652e-01,5.594252313687286815e-01,5.108601216333622519e-01,5.077925758005100709e-01,4.739635995955510661e-01,5.086133860491386383e-01
nan,nan,2.888299440023577858e-01,1.968486212718064121e-01,1.445287503428101250e-01,1.144708423326133845e-01,9.662232850097145220e-02,7.504253040136096842e-02,6.731522590754766833e-02,5.827937095282146457e-02,5.150753768844221203e-02,4.605949895615866346e-02,3.572796410789516597e-02,3.944995491433724022e-02
nan,nan,nan,1.605928509154315731e-01,8.360222939278380561e-02,4.819527036371179518e-02,3.317977120968994276e-02,2.100197709553474831e-02,1.617745163442294715e-02,1.239979583871258367e-02,9.476978095663834978e-03,7.591623036649214513e-03,4.544288489024077803e-03,4.846637324245174974e-03
nan,nan,nan,nan,1.133150453682211373e-01,4.671368700807523172e-02,2.317586390848200978e-02,1.074374436819851633e-02,6.934920429551041238e-03,3.984708428568539164e-03,2.735941774909023214e-03,2.025398245483237773e-03,1.011026234834606560e-03,9.910802775024776801e-04
nan,nan,nan,nan,nan,8.625035004200504174e-02,3.162231377352187761e-02,1.087330873308733035e-02,5.736643916215580438e-03,3.136252758740852662e-03,1.604060690625034409e-03,1.086046967080314066e-03,3.414548178173326676e-04,3.137159037666279425e-04
nan,nan,nan,nan,nan,nan,6.414534668149796115e-02,1.558555592141367546e-02,6.350925561244584114e-03,2.531711645873571063e-03,1.135045464183702651e-03,5.843681519357194713e-04,1.906187671150082175e-04,1.108680670002696814e-04
nan,nan,nan,nan,nan,nan,nan,3.929024081115335687e-02,9.723449930546785788e-03,2.972741472262810554e-03,1.131795652343597653e-03,4.569823560226930802e-04,1.083759095835268570e-04,7.700446911122582714e-05
nan,nan,nan,nan,nan,nan,nan,nan,3.567508232711306265e-02,7.882061012990803847e-03,2.238388360380526212e-03,8.833575438734246827e-04,1.586773862056458859e-04,1.053589051102580946e-04
nan,nan,nan,nan,nan,nan,nan,nan,nan,3.028169014084507171e-02,6.337135614702154446e-03,1.350634315759008212e-03,2.812772950006661721e-04,1.071521221759776208e-04
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.279635258358662583e-02,5.408234473133286500e-03,5.197713006277238134e-04,1.442619797552355124e-04
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.484472049689440826e-02,2.517306482064191487e-03,4.215407313731689290e-04
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.309164149043303207e-02,3.128258602711157538e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.766393442622950768e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
